Date,SpreadReturn
2021-12-06,0.7605999981537748
2021-12-07,0.1690652538288464
2021-12-08,-0.613441288290999
2021-12-09,0.3819350909443712
2021-12-10,-1.5753352918336352
2021-12-13,0.11525936394792052
2021-12-14,0.7391438429365909
2021-12-15,-1.7563868030237795
2021-12-16,1.4073146364434441
2021-12-17,0.9452292375989386
2021-12-20,1.6524127332654452
2021-12-21,-0.5860647921970827
2021-12-22,0.28389010234523226
2021-12-23,-0.5291761713255152
2021-12-24,0.08662557643967572
2021-12-27,4.402425454516953
2021-12-28,-0.6271105215378787
2021-12-29,-1.2032539948290337
2021-12-30,-5.142283159980917
2022-01-04,-1.6824967917308689
2022-01-05,0.7291460360080972
2022-01-06,-2.256468630874579
2022-01-07,0.8078850289749866
2022-01-11,-3.056705008889914
2022-01-12,-1.2437108010643736
2022-01-13,-0.9438501859033768
2022-01-14,1.599381861765301
2022-01-17,-1.0657090432617924
2022-01-18,2.1206887647103385
2022-01-19,0.035685629275703956
2022-01-20,-0.739776225272764
2022-01-21,-3.3876718826774637
2022-01-24,1.9938082130943773
2022-01-25,-4.63623744606644
2022-01-26,-1.5502538241852137
2022-01-27,3.203349943981199
2022-01-28,1.669885046428686
2022-01-31,3.5793099040697145
2022-02-01,-6.856815755813845
2022-02-02,-0.5014797399473117
2022-02-03,-3.752358596355305
2022-02-04,-2.893467575583126
2022-02-07,2.1065198659339734
2022-02-08,3.3239040739410894
2022-02-09,-6.7905815933720355
2022-02-10,-0.42435993289047613
2022-02-14,-1.278101699587646
2022-02-15,-2.5565714017941383
2022-02-16,0.20056988857509744
2022-02-17,-1.854891089206123
2022-02-18,-0.13056663784496036
2022-02-21,-2.5886384107144766
2022-02-22,10.06324700540338
2022-02-24,1.1120701334295715
2022-02-25,6.82022802163684
2022-02-28,0.16628383092022858
2022-03-01,-3.6492422622777347
2022-03-02,-3.376177610750817
2022-03-03,-1.272493444055165
2022-03-04,3.155075379412725
2022-03-07,-1.48835386741551
2022-03-08,0.9544601714167502
2022-03-09,-3.214975085400026
2022-03-10,-0.8862471512927961
2022-03-11,-0.022037424885644752
2022-03-14,0.9142730479141516
2022-03-15,4.387964559928312
2022-03-16,2.9468506879221827
2022-03-17,-3.197606701181671
2022-03-18,2.8072114509446497
2022-03-22,1.5154885847143844
2022-03-23,0.05245339489144837
2022-03-24,-2.3141520376177453
2022-03-25,3.204267121535155
2022-03-28,12.270240548190468
2022-03-29,0.22125149039333714
2022-03-30,-0.019410336901094782
2022-03-31,1.396271264222988
2022-04-01,3.0636172103543995
2022-04-04,0.5879963409757618
2022-04-05,-2.685011222005672
2022-04-06,2.0541831781594695
2022-04-07,-4.23376105210828
2022-04-08,-0.9126187860653028
2022-04-11,3.4668529954503504
2022-04-12,-1.9095252205918696
2022-04-13,-1.2450473882229558
2022-04-14,-0.4150742547710615
2022-04-15,-1.8283737913370013
2022-04-18,-3.23873477898717
2022-04-19,-1.1578400416952657
2022-04-20,-2.211130095489239
2022-04-21,0.48229388479868973
2022-04-22,3.6461262871344164
2022-04-25,0.006463802420304532
2022-04-26,-3.2750387226691897
2022-04-27,-1.3525042852662754
2022-04-28,-2.6864856781973208
2022-05-02,-1.6882011182731707
2022-05-06,0.7368839943172603
2022-05-09,1.488437159694683
2022-05-10,-3.666255347399229
2022-05-11,0.22005898267146673
2022-05-12,2.5371728506811104
2022-05-13,-1.0247959253697727
2022-05-16,1.3177233201955794
2022-05-17,-1.9793006867753309
2022-05-18,1.7298148704784282
2022-05-19,2.8950398288523793
2022-05-20,-2.959383188802649
2022-05-23,-2.63056263402945
2022-05-24,0.38664103777513126
2022-05-25,-1.3972387488456148
2022-05-26,4.3809042304355295
2022-05-27,-1.4650145397952345
2022-05-30,-1.180868347500177
2022-05-31,-2.8391402665776733
2022-06-01,2.0808019768561254
2022-06-02,-0.33516387368110623
2022-06-03,-3.2735276370985456
2022-06-06,1.8837147190480477
2022-06-07,4.014503472935051
2022-06-08,-0.9586543426001972
2022-06-09,-3.2007220491779
2022-06-10,-0.6551954182275004
2022-06-13,-0.4243745024110699
2022-06-14,-2.025412744962465
2022-06-15,-0.7062908732024589
2022-06-16,1.0475712590043953
2022-06-17,2.104721856117332
2022-06-20,-0.15172213168099757
2022-06-21,1.8495936518359157
2022-06-22,4.980778877826223
2022-06-23,-0.8809072164763387
2022-06-24,-0.8976810908760988
